TotalCharge,Groups,Envelope ,Miles
3003.65,Std -- Use Anytime,Standard,Use Anywhere
3942.61,Std -- Use Anytime,Standard,Use Anywhere
3184.54,Std -- Use Anytime,Standard,Use Anywhere
2951.09,Std -- Use Anytime,Standard,Use Anywhere
1170.79,Std -- Use Anytime,Standard,Use Anywhere
298.21,Std -- Use Anytime,Standard,Use Anywhere
1893.85,Std -- Use Anytime,Standard,Use Anywhere
2498.78,Std -- Use Anytime,Standard,Use Anywhere
670.31,Std -- Use Anytime,Standard,Use Anywhere
539.01,Std -- Use Anytime,Standard,Use Anywhere
1983.33,Std -- Use Anytime,Standard,Use Anywhere
1559.84,Std -- Use Anytime,Standard,Use Anywhere
2077.99,Std -- Use Anytime,Standard,Use Anywhere
4068.64,Std -- Use Anytime,Standard,Use Anywhere
3863.76,Std -- Use Anytime,Standard,Use Anywhere
1551.03,Std -- Use Anytime,Standard,Use Anywhere
1649.3,Std -- Use Anytime,Standard,Use Anywhere
1721.91,Std -- Use Anytime,Standard,Use Anywhere
1666.92,Std -- Use Anytime,Standard,Use Anywhere
2031.66,Std -- Use Anytime,Standard,Use Anywhere
1403.06,Std -- Use Anytime,Standard,Use Anywhere
1537.21,Std -- Use Anytime,Standard,Use Anywhere
450.12,Std -- Use Anytime,Standard,Use Anywhere
2782.23,Std -- Use Anytime,Standard,Use Anywhere
1879.87,Std -- Use Anytime,Standard,Use Anywhere
4217.39,Std -- Use Anytime,Standard,Use Anywhere
385.44,Std -- Use Anytime,Standard,Use Anywhere
2987.3,Std -- Use Anytime,Standard,Use Anywhere
910.06,Std -- Use Anytime,Standard,Use Anywhere
1875.95,Std -- Use Anytime,Standard,Use Anywhere
1112.44,Std -- Use Anytime,Standard,Use Anywhere
1805.09,Std -- Use Anytime,Standard,Use Anywhere
313.95,Std -- Use Anytime,Standard,Use Anywhere
2300.21,Std -- Use Anytime,Standard,Use Anywhere
941.26,Std -- Use Anytime,Standard,Use Anywhere
1497.48,Std -- Use Anytime,Standard,Use Anywhere
3938.03,Std -- Use Anytime,Standard,Use Anywhere
975.04,Std -- Use Anytime,Standard,Use Anywhere
1745.78,Std -- Use Anytime,Standard,Use Anywhere
346.29,Std -- Use Anytime,Standard,Use Anywhere
2088.67,Std -- Use Anytime,Standard,Use Anywhere
2542.76,Std -- Use Anytime,Standard,Use Anywhere
1476.16,Std -- Use Anytime,Standard,Use Anywhere
343.2,Std -- Use Anytime,Standard,Use Anywhere
1006.3,Std -- Use Anytime,Standard,Use Anywhere
313.3,Std -- Use Anytime,Standard,Use Anywhere
1792.62,Std -- Use Anytime,Standard,Use Anywhere
2663.05,Std -- Use Anytime,Standard,Use Anywhere
1215.89,Std -- Use Anytime,Standard,Use Anywhere
3535.82,Std -- Use Anytime,Standard,Use Anywhere
4807.76,Std -- Use Anytime,Standard,Use Anywhere
2927.82,Std -- Use Anytime,Standard,Use Anywhere
300,Std -- Use Anytime,Standard,Use Anywhere
3949.68,Std -- Use Anytime,Standard,Use Anywhere
2596.22,Std -- Use Anytime,Standard,Use Anywhere
3978.56,Std -- Use Anytime,Standard,Use Anywhere
2490.04,Std -- Use Anytime,Standard,Use Anywhere
300,Std -- Use Anytime,Standard,Use Anywhere
791.97,Std -- Use Anytime,Standard,Use Anywhere
300,Std -- Use Anytime,Standard,Use Anywhere
1012.38,Std -- Use Anytime,Standard,Use Anywhere
2294.92,Std -- Use Anytime,Standard,Use Anywhere
315.8,Std -- Use Anytime,Standard,Use Anywhere
3345.09,Std -- Use Anytime,Standard,Use Anywhere
300,Std -- Use Anytime,Standard,Use Anywhere
1755.57,Std -- Use Anytime,Standard,Use Anywhere
2641.88,Std -- Use Anytime,Standard,Use Anywhere
2435.55,Std -- Use Anytime,Standard,Use Anywhere
1798.08,Std -- Use Anytime,Standard,Use Anywhere
400.74,Std -- Use Anytime,Standard,Use Anywhere
3888.06,Std -- Use Anytime,Standard,Use Anywhere
1761.79,Std -- Use Anytime,Standard,Use Anywhere
3040.21,Std -- Use Anytime,Standard,Use Anywhere
3525.81,Std -- Use Anytime,Standard,Use Anywhere
1359.2,Std -- Use Anytime,Standard,Use Anywhere
320.82,Std -- Use Anytime,Standard,Use Anywhere
1757.12,Std -- Use Anytime,Standard,Use Anywhere
1707.23,Std -- Use Anytime,Standard,Use Anywhere
1041.96,Std -- Use Anytime,Standard,Use Anywhere
439.53,Std -- Use Anytime,Standard,Use Anywhere
4932.1,Std -- Use Anytime,Standard,Use Anywhere
3414.51,Std -- Use Anytime,Standard,Use Anywhere
300,Std -- Use Anytime,Standard,Use Anywhere
2150.84,Std -- Use Anytime,Standard,Use Anywhere
4030.29,Std -- Use Anytime,Standard,Use Anywhere
673.92,Std -- Use Anytime,Standard,Use Anywhere
504.19,Std -- Use Anytime,Standard,Use Anywhere
627.39,Std -- Use Anytime,Standard,Use Anywhere
2055.12,Std -- Use Anytime,Standard,Use Anywhere
2992.66,Std -- Use Anytime,Standard,Use Anywhere
3940.6,Std -- Use Anytime,Standard,Use Anywhere
1206.15,Std -- Use Anytime,Standard,Use Anywhere
339.06,Std -- Use Anytime,Standard,Use Anywhere
2532.26,Std -- Use Anytime,Standard,Use Anywhere
4104.06,Std -- Use Anytime,Standard,Use Anywhere
1738.28,Std -- Use Anytime,Standard,Use Anywhere
312.29,Std -- Use Anytime,Standard,Use Anywhere
1183.31,Std -- Use Anytime,Standard,Use Anywhere
2740.95,Std -- Use Anytime,Standard,Use Anywhere
4091.34,Std -- Use Anytime,Standard,Use Anywhere
1855.69,Std -- Use Anytime,Standard,Use Anywhere
1919.53,Std -- Use Anytime,Standard,Use Anywhere
602.94,Std -- Use Anytime,Standard,Use Anywhere
1031.47,Std -- Use Anytime,Standard,Use Anywhere
883.65,Std -- Use Anytime,Standard,Use Anywhere
301.12,Std -- Use Anytime,Standard,Use Anywhere
2306.32,Std -- Use Anytime,Standard,Use Anywhere
1318.93,Std -- Use Anytime,Standard,Use Anywhere
315.11,Std -- Use Anytime,Standard,Use Anywhere
1640.76,Std -- Use Anytime,Standard,Use Anywhere
2525.07,Std -- Use Anytime,Standard,Use Anywhere
643.13,Std -- Use Anytime,Standard,Use Anywhere
3287.23,Std -- Use Anytime,Standard,Use Anywhere
2718.92,Std -- Use Anytime,Standard,Use Anywhere
1153.35,Std -- Use Anytime,Standard,Use Anywhere
2413.75,Std -- Use Anytime,Standard,Use Anywhere
698.12,Std -- Use Anytime,Standard,Use Anywhere
1052.05,Std -- Use Anytime,Standard,Use Anywhere
358.81,Std -- Use Anytime,Standard,Use Anywhere
614.63,Std -- Use Anytime,Standard,Use Anywhere
4062.88,Std -- Use Anytime,Standard,Use Anywhere
4254.2,Std -- Use Anytime,Standard,Use Anywhere
1315.54,Std -- Use Anytime,Standard,Use Anywhere
4283.65,Std -- Use Anytime,Standard,Use Anywhere
1932.41,Std -- Use Anytime,Standard,Use Anywhere
3308.11,Std -- Use Anytime,Standard,Use Anywhere
1780.09,Std -- Use Anytime,Standard,Use Anywhere
906.89,Std -- Use Anytime,Standard,Use Anywhere
958.87,Std -- Use Anytime,Standard,Use Anywhere
677.1,Std -- Use Anytime,Standard,Use Anywhere
499.44,Std -- Use Anytime,Standard,Use Anywhere
4817.98,Std -- Use Anytime,Standard,Use Anywhere
3929.24,Std -- Use Anytime,Standard,Use Anywhere
2200.8,Std -- Use Anytime,Standard,Use Anywhere
2614.76,Std -- Use Anytime,Standard,Use Anywhere
4144.48,Std -- Use Anytime,Standard,Use Anywhere
3544.62,Std -- Use Anytime,Standard,Use Anywhere
1088.22,Std -- Use Anytime,Standard,Use Anywhere
308.54,Std -- Use Anytime,Standard,Use Anywhere
2324.34,Std -- Use Anytime,Standard,Use Anywhere
853.49,Std -- Use Anytime,Standard,Use Anywhere
4428.98,Std -- Use Anytime,Standard,Use Anywhere
474.7,Std -- Use Anytime,Standard,Use Anywhere
3402.36,Std -- Use Anytime,Standard,Use Anywhere
904.12,Std -- Use Anytime,Standard,Use Anywhere
1848.17,Std -- Use Anytime,Standard,Use Anywhere
1129.61,Std -- Use Anytime,Standard,Use Anywhere
300,Std -- Use Anytime,Standard,Use Anywhere
1260.57,Std -- Use Anytime,Standard,Use Anywhere
305.45,Std -- Use Anytime,Standard,Use Anywhere
2005.39,Std -- Use Anytime,Standard,Use Anywhere
326.77,Std -- Use Anytime,Standard,Use Anywhere
2830.54,Std -- Use Anytime,Standard,Use Anywhere
4772.94,Std -- Use Anytime,Standard,Use Anywhere
3834.98,Std -- Use Anytime,Standard,Use Anywhere
3909.56,Std -- Use Anytime,Standard,Use Anywhere
1484.04,Std -- Use Anytime,Standard,Use Anywhere
846.83,Std -- Use Anytime,Standard,Use Anywhere
2194.53,Std -- Use Anytime,Standard,Use Anywhere
992.16,Std -- Use Anytime,Standard,Use Anywhere
3182.01,Std -- Use Anytime,Standard,Use Anywhere
4031.94,Std -- Use Anytime,Standard,Use Anywhere
2481.06,Std -- Use Anytime,Standard,Use Anywhere
362.79,Std -- Use Anytime,Standard,Use Anywhere
1773.2,Std -- Use Anytime,Standard,Use Anywhere
2871.47,Std -- Use Anytime,Standard,Use Anywhere
444.73,Std -- Use Anytime,Standard,Use Anywhere
1047.08,Std -- Use Anytime,Standard,Use Anywhere
1200.25,Std -- Use Anytime,Standard,Use Anywhere
2367.91,Std -- Use Anytime,Standard,Use Anywhere
4155.45,Std -- Use Anytime,Standard,Use Anywhere
670.4,Std -- Use Anytime,Standard,Use Anywhere
2715.36,Std -- Use Anytime,Standard,Use Anywhere
3474.18,Std -- Use Anytime,Standard,Use Anywhere
4995.93,Std -- Use Anytime,Standard,Use Anywhere
1843.94,Std -- Use Anytime,Standard,Use Anywhere
2130.59,Std -- Use Anytime,Standard,Use Anywhere
2285.72,Std -- Use Anytime,Standard,Use Anywhere
767.59,Std -- Use Anytime,Standard,Use Anywhere
2159.93,Std -- Use Anytime,Standard,Use Anywhere
1397.61,Std -- Use Anytime,Standard,Use Anywhere
1416.84,Std -- Use Anytime,Standard,Use Anywhere
333.75,Std -- Use Anytime,Standard,Use Anywhere
2472.53,Std -- Use Anytime,Standard,Use Anywhere
2897.8,Std -- Use Anytime,Standard,Use Anywhere
412.43,Std -- Use Anytime,Standard,Use Anywhere
1713.04,Std -- Use Anytime,Standard,Use Anywhere
4023.86,Std -- Use Anytime,Standard,Use Anywhere
2943.34,Std -- Use Anytime,Standard,Use Anywhere
1719.94,Std -- Use Anytime,Standard,Use Anywhere
2302.47,Std -- Use Anytime,Standard,Use Anywhere
4082.92,Std -- Use Anytime,Standard,Use Anywhere
2057.61,Std -- Use Anytime,Standard,Use Anywhere
1997.07,Std -- Use Anytime,Standard,Use Anywhere
3989.45,Std -- Use Anytime,Standard,Use Anywhere
2661.88,Std -- Use Anytime,Standard,Use Anywhere
1971.15,Std -- Use Anytime,Standard,Use Anywhere
594.8,Std -- Use Anytime,Standard,Use Anywhere
1564.76,Std -- Use Anytime,Standard,Use Anywhere
3110.27,Std -- Use Anytime,Standard,Use Anywhere
4531.88,Std -- Use Anytime,Standard,Use Anywhere
2677.57,Std -- Use Anytime,Standard,Use Anywhere
611.21,Std -- Use Anytime,Standard,Use Anywhere
4094.35,Std -- Use Anytime,Standard,Use Anywhere
3699.78,Std -- Use Anytime,Standard,Use Anywhere
3964.8,Std -- Use Anytime,Standard,Use Anywhere
1195.86,Std -- Use Anytime,Standard,Use Anywhere
1910.61,Std -- Use Anytime,Standard,Use Anywhere
2056.26,Std -- Use Anytime,Standard,Use Anywhere
466.9,Std -- Use Anytime,Standard,Use Anywhere
2553.47,Std -- Use Anytime,Standard,Use Anywhere
867.21,Std -- Use Anytime,Standard,Use Anywhere
453.48,Std -- Use Anytime,Standard,Use Anywhere
1937.13,Std -- Use Anytime,Standard,Use Anywhere
300,Std -- Use Anytime,Standard,Use Anywhere
2004.9,Std -- Use Anytime,Standard,Use Anywhere
4003.74,Std -- Use Anytime,Standard,Use Anywhere
3502.97,Std -- Use Anytime,Standard,Use Anywhere
2305.03,Std -- Use Anytime,Standard,Use Anywhere
300,Std -- Use Anytime,Standard,Use Anywhere
4067.08,Std -- Use Anytime,Standard,Use Anywhere
1985.13,Std -- Use Anytime,Standard,Use Anywhere
2141.49,Std -- Use Anytime,Standard,Use Anywhere
3056.18,Std -- Use Anytime,Standard,Use Anywhere
1597.83,Std -- Use Anytime,Standard,Use Anywhere
1822.46,Std -- Use Anytime,Standard,Use Anywhere
1702.18,Std -- Use Anytime,Standard,Use Anywhere
1318.98,Std -- Use Anytime,Standard,Use Anywhere
3137.43,Std -- Use Anytime,Standard,Use Anywhere
3514.39,Std -- Use Anytime,Standard,Use Anywhere
456,Std -- Use Anytime,Standard,Use Anywhere
352.89,Std -- Use Anytime,Standard,Use Anywhere
2422.8,Std -- Use Anytime,Standard,Use Anywhere
2305.66,Std -- Use Anytime,Standard,Use Anywhere
1079.32,Std -- Use Anytime,Standard,Use Anywhere
1534.18,Std -- Use Anytime,Standard,Use Anywhere
2459.06,Std -- Use Anytime,Standard,Use Anywhere
1436.99,Std -- Use Anytime,Standard,Use Anywhere
2050.41,Std -- Use Anytime,Standard,Use Anywhere
1694.24,Std -- Use Anytime,Standard,Use Anywhere
945.63,Std -- Use Anytime,Standard,Use Anywhere
843.05,Std -- Use Anytime,Standard,Use Anywhere
2755.81,Std -- Use Anytime,Standard,Use Anywhere
4086.09,Std -- Use Anytime,Standard,Use Anywhere
2311.98,Std -- Use Anytime,Standard,Use Anywhere
313.33,Std -- Use Anytime,Standard,Use Anywhere
949.19,Std -- Use Anytime,Standard,Use Anywhere
1562.41,Std -- Use Anytime,Standard,Use Anywhere
737.58,Std -- Use Anytime,Standard,Use Anywhere
875.79,Std -- Use Anytime,Standard,Use Anywhere
1609.19,Std -- Use Anytime,Standard,Use Anywhere
973.29,Std -- Use Anytime,Standard,Use Anywhere
660.51,Std -- Use Anytime,Standard,Use Anywhere
1506.58,Std -- Use Anytime,Standard,Use Anywhere
1501.18,Std -- Use Anytime,Standard,Use Anywhere
2350.01,Std -- Use Anytime,Standard,Use Anywhere
744.15,Std -- Use Anytime,Standard,Use Anywhere
3834.29,Std -- Use Anytime,Standard,Use Anywhere
4449.64,Std -- Use Anytime,Standard,Use Anywhere
879.82,Std -- Use Anytime,Standard,Use Anywhere
2206.38,Std -- Use Anytime,Standard,Use Anywhere
343.4,Std -- Use Anytime,Standard,Use Anywhere
950.12,Std -- Use Anytime,Standard,Use Anywhere
798.36,Std -- Use Anytime,Standard,Use Anywhere
1838.37,Std -- Use Anytime,Standard,Use Anywhere
1817.54,Std -- Use Anytime,Standard,Use Anywhere
3834.9,Std -- Use Anytime,Standard,Use Anywhere
1032.66,Std -- Use Anytime,Standard,Use Anywhere
4876.98,Std -- Use Anytime,Standard,Use Anywhere
1518.49,Std -- Use Anytime,Standard,Use Anywhere
1740.36,Std -- Use Anytime,Standard,Use Anywhere
1370.28,Std -- Use Anytime,Standard,Use Anywhere
2630.5,Std -- Use Anytime,Standard,Use Anywhere
568.2,Std -- Use Anytime,Standard,Use Anywhere
2572.51,Std -- Use Anytime,Standard,Use Anywhere
391.94,Std -- Use Anytime,Standard,Use Anywhere
-8.33,Std -- Use Anytime,Standard,Use Anywhere
2870.89,Std -- Use Anytime,Standard,Use Anywhere
2444.6,Std -- Use Anytime,Standard,Use Anywhere
537.07,Std -- Use Anytime,Standard,Use Anywhere
1270.48,Std -- Use Anytime,Standard,Use Anywhere
4518.98,Std -- Use Anytime,Standard,Use Anywhere
300,Std -- Use Anytime,Standard,Use Anywhere
4363.7,Std -- Use Anytime,Standard,Use Anywhere
2544.03,Std -- Use Anytime,Standard,Use Anywhere
1968.68,Std -- Use Anytime,Standard,Use Anywhere
494.07,Std -- Use Anytime,Standard,Use Anywhere
1919.2,Std -- Use Anytime,Standard,Use Anywhere
2597.34,Std -- Use Anytime,Standard,Use Anywhere
594.4,Std -- Use Anytime,Standard,Use Anywhere
300,Std -- Use Anytime,Standard,Use Anywhere
368.76,Std -- Use Anytime,Standard,Use Anywhere
432.34,Std -- Use Anytime,Standard,Use Anywhere
317.4,Std -- Use Anytime,Standard,Use Anywhere
2357.7,Std -- Use Anytime,Standard,Use Anywhere
1150.96,Std -- Use Anytime,Standard,Use Anywhere
307.17,Std -- Use Anytime,Standard,Use Anywhere
644.35,Std -- Use Anytime,Standard,Use Anywhere
4088.55,Std -- Use Anytime,Standard,Use Anywhere
2261.95,Std -- Use Anytime,Standard,Use Anywhere
1804.68,Std -- Use Anytime,Standard,Use Anywhere
529.05,Std -- Use Anytime,Standard,Use Anywhere
1839.29,Std -- Use Anytime,Standard,Use Anywhere
1695.8,Std -- Use Anytime,Standard,Use Anywhere
2568.92,Std -- Use Anytime,Standard,Use Anywhere
2517.45,Std -- Use Anytime,Standard,Use Anywhere
2288.21,Std -- Use Anytime,Standard,Use Anywhere
3322.11,Std -- Use Anytime,Standard,Use Anywhere
1612.13,Std -- Use Anytime,Standard,Use Anywhere
1416.37,Std -- Use Anytime,Standard,Use Anywhere
2883.26,Std -- Use Anytime,Standard,Use Anywhere
3958.12,Std -- Use Anytime,Standard,Use Anywhere
1661.91,Std -- Use Anytime,Standard,Use Anywhere
305,Std -- Use Anytime,Standard,Use Anywhere
837.42,Std -- Use Anytime,Standard,Use Anywhere
3018.56,Std -- Use Anytime,Standard,Use Anywhere
3974.32,Std -- Use Anytime,Standard,Use Anywhere
3700.41,Std -- Use Anytime,Standard,Use Anywhere
313.33,Std -- Use Anytime,Standard,Use Anywhere
876.43,Std -- Use Anytime,Standard,Use Anywhere
2577.53,Std -- Use Anytime,Standard,Use Anywhere
1218.51,Std -- Use Anytime,Standard,Use Anywhere
999.8,Std -- Use Anytime,Standard,Use Anywhere
4228.07,Std -- Use Anytime,Standard,Use Anywhere
3971.23,Std -- Use Anytime,Standard,Use Anywhere
1303.1,Std -- Use Anytime,Standard,Use Anywhere
3937.76,Std -- Use Anytime,Standard,Use Anywhere
3363.87,Std -- Use Anytime,Standard,Use Anywhere
946.52,Std -- Use Anytime,Standard,Use Anywhere
3921.42,Std -- Use Anytime,Standard,Use Anywhere
2481.04,Std -- Use Anytime,Standard,Use Anywhere
3473.45,Std -- Use Anytime,Standard,Use Anywhere
2750.96,Std -- Use Anytime,Standard,Use Anywhere
1758.46,Std -- Use Anytime,Standard,Use Anywhere
3950.18,Std -- Use Anytime,Standard,Use Anywhere
1137.88,Std -- Use Anytime,Standard,Use Anywhere
472.94,Std -- Use Anytime,Standard,Use Anywhere
944.36,Std -- Use Anytime,Standard,Use Anywhere
2453.95,Std -- Use Anytime,Standard,Use Anywhere
302.76,Std -- Use Anytime,Standard,Use Anywhere
3076.99,Std -- Use Anytime,Standard,Use Anywhere
599.86,Std -- Use Anytime,Standard,Use Anywhere
3359.09,Std -- Use Anytime,Standard,Use Anywhere
343.11,Std -- Use Anytime,Standard,Use Anywhere
3864.28,Std -- Use Anytime,Standard,Use Anywhere
2328.7,Std -- Use Anytime,Standard,Use Anywhere
534.29,Std -- Use Anytime,Standard,Use Anywhere
2813.32,Std -- Use Anytime,Standard,Use Anywhere
318.08,Std -- Use Anytime,Standard,Use Anywhere
761.26,Std -- Use Anytime,Standard,Use Anywhere
1768.65,Std -- Use Anytime,Standard,Use Anywhere
321.02,Std -- Use Anytime,Standard,Use Anywhere
923.82,Std -- Use Anytime,Standard,Use Anywhere
1023.28,Std -- Use Anytime,Standard,Use Anywhere
2196.86,Std -- Use Anytime,Standard,Use Anywhere
779.63,Std -- Use Anytime,Standard,Use Anywhere
2137.29,Std -- Use Anytime,Standard,Use Anywhere
1799.18,Std -- Use Anytime,Standard,Use Anywhere
2502.98,Std -- Use Anytime,Standard,Use Anywhere
318.69,Std -- Use Anytime,Standard,Use Anywhere
750.78,Std -- Use Anytime,Standard,Use Anywhere
310.44,Std -- Use Anytime,Standard,Use Anywhere
1842.01,Std -- Use Anytime,Standard,Use Anywhere
1678.38,Std -- Use Anytime,Standard,Use Anywhere
1384.08,Std -- Use Anytime,Standard,Use Anywhere
343.15,Std -- Use Anytime,Standard,Use Anywhere
1394.69,Std -- Use Anytime,Standard,Use Anywhere
1962.34,Std -- Use Anytime,Standard,Use Anywhere
2916.23,Std -- Use Anytime,Standard,Use Anywhere
541.2,Std -- Use Anytime,Standard,Use Anywhere
1942.1,Std -- Use Anytime,Standard,Use Anywhere
1549.5,Std -- Use Anytime,Standard,Use Anywhere
463.83,Std -- Use Anytime,Standard,Use Anywhere
901.91,Std -- Use Anytime,Standard,Use Anywhere
2482.01,Std -- Use Anytime,Standard,Use Anywhere
1234.68,Std -- Use Anytime,Standard,Use Anywhere
2427.11,Std -- Use Anytime,Standard,Use Anywhere
1863.3,Std -- Use Anytime,Standard,Use Anywhere
1544.73,Std -- Use Anytime,Standard,Use Anywhere
1556.23,Std -- Use Anytime,Standard,Use Anywhere
2661.72,Std -- Use Anytime,Standard,Use Anywhere
539.87,Std -- Use Anytime,Standard,Use Anywhere
1859.93,Std -- Use Anytime,Standard,Use Anywhere
1810.45,Std -- Use Anytime,Standard,Use Anywhere
439.06,Std -- Use Anytime,Standard,Use Anywhere
337.88,Std -- Use Anytime,Standard,Use Anywhere
2845.93,Std -- Use Anytime,Standard,Use Anywhere
2515.67,Std -- Use Anytime,Standard,Use Anywhere
2269.14,Std -- Use Anytime,Standard,Use Anywhere
620.59,Std -- Use Anytime,Standard,Use Anywhere
1441.01,Std -- Use Anytime,Standard,Use Anywhere
1249.03,Std -- Use Anytime,Standard,Use Anywhere
2151.45,Std -- Use Anytime,Standard,Use Anywhere
438.35,Std -- Use Anytime,Standard,Use Anywhere
894.3,Std -- Use Anytime,Standard,Use Anywhere
1304.01,Std -- Use Anytime,Standard,Use Anywhere
2724.01,Std -- Use Anytime,Standard,Use Anywhere
464.32,Std -- Use Anytime,Standard,Use Anywhere
1805.35,Std -- Use Anytime,Standard,Use Anywhere
1096.08,Std -- Use Anytime,Standard,Use Anywhere
2975.55,Std -- Use Anytime,Standard,Use Anywhere
4100.92,Std -- Use Anytime,Standard,Use Anywhere
2354.02,Std -- Use Anytime,Standard,Use Anywhere
1442.39,Std -- Use Anytime,Standard,Use Anywhere
